customer_age,customer_region,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,real_is_detractor,risk_score,segmento_risco,acao_recomendada
29,Sul,110,106.3,5,3.06,7,7,3,41.63,3,4,9,6,1,0.97,Crítico,Atendimento imediato + comunicação proativa
38,Centro-Oeste,110,844.24,6,18.37,3,4,1,39.89,1,2,4,4,1,0.72,Atenção,Monitorar pedido + contato preventivo
37,Norte,54,1463.84,5,16.9,7,3,3,26.05,3,2,0,4,1,0.91,Crítico,Atendimento imediato + comunicação proativa
31,Norte,4,885.1,6,11.54,1,8,2,55.21,3,0,4,1,0,0.45,Monitoramento,Acompanhar indicadores operacionais
68,Sudeste,15,359.35,3,20.38,2,4,1,55.22,3,2,4,4,1,0.8,Crítico,Atendimento imediato + comunicação proativa
55,Sudeste,119,913.63,3,16.42,1,8,2,28.01,1,2,9,7,1,0.91,Crítico,Atendimento imediato + comunicação proativa
27,Nordeste,93,394.47,4,107.98,10,11,2,37.46,3,1,3,2,0,0.42,Monitoramento,Acompanhar indicadores operacionais
57,Sudeste,13,616.79,3,25.92,8,5,1,27.96,1,3,1,8,1,0.87,Crítico,Atendimento imediato + comunicação proativa
63,Sul,103,222.54,2,63.18,2,8,2,19.64,2,2,5,5,1,0.85,Crítico,Atendimento imediato + comunicação proativa
42,Norte,94,248.06,4,123.45,1,2,1,38.67,1,2,1,6,1,0.69,Atenção,Monitorar pedido + contato preventivo
34,Sul,60,217.35,5,18.4,5,10,1,34.07,1,2,0,4,0,0.56,Atenção,Monitorar pedido + contato preventivo
37,Nordeste,79,575.52,5,18.97,11,14,4,32.64,1,3,4,6,1,0.95,Crítico,Atendimento imediato + comunicação proativa
40,Sudeste,54,691.21,6,3.67,4,8,2,60.21,1,2,6,5,1,0.91,Crítico,Atendimento imediato + comunicação proativa
26,Sul,107,644.58,4,3.56,3,10,1,33.05,1,2,1,7,0,0.72,Atenção,Monitorar pedido + contato preventivo
48,Sudeste,85,426.91,5,0.77,4,12,0,30.72,2,2,11,4,1,0.79,Crítico,Atendimento imediato + comunicação proativa
41,Sudeste,28,532.61,3,2.7,3,8,5,40.41,1,2,2,5,1,0.98,Crítico,Atendimento imediato + comunicação proativa
30,Norte,88,96.59,4,0.86,7,6,1,20.04,2,1,1,4,1,0.51,Atenção,Monitorar pedido + contato preventivo
40,Centro-Oeste,62,324.49,5,58.37,1,5,2,38.72,1,0,10,2,1,0.56,Atenção,Monitorar pedido + contato preventivo
63,Centro-Oeste,47,410.21,4,74.57,4,13,1,26.16,3,1,6,3,0,0.55,Atenção,Monitorar pedido + contato preventivo
19,Nordeste,73,534.5,4,2.36,11,13,0,44.0,3,0,11,0,0,0.29,Regular,Fluxo padrão
20,Centro-Oeste,39,709.72,2,6.81,11,4,5,38.5,2,2,5,6,1,0.98,Crítico,Atendimento imediato + comunicação proativa
18,Centro-Oeste,24,139.8,1,12.35,6,11,3,28.03,2,2,0,5,1,0.92,Crítico,Atendimento imediato + comunicação proativa
64,Sudeste,87,736.79,3,29.54,2,12,2,19.19,2,0,0,1,0,0.29,Regular,Fluxo padrão
31,Nordeste,20,409.54,6,0.82,4,8,3,45.69,3,1,6,5,1,0.89,Crítico,Atendimento imediato + comunicação proativa
33,Sul,17,904.14,5,11.79,9,11,3,41.5,1,1,4,3,1,0.87,Crítico,Atendimento imediato + comunicação proativa
25,Sul,81,816.27,1,73.96,1,8,1,58.35,1,1,4,4,1,0.71,Atenção,Monitorar pedido + contato preventivo
29,Sul,63,522.65,3,53.95,7,4,5,43.43,1,2,3,5,1,0.99,Crítico,Atendimento imediato + comunicação proativa
54,Sudeste,48,229.26,6,39.0,7,2,0,44.62,1,5,1,9,1,0.76,Crítico,Atendimento imediato + comunicação proativa
68,Sudeste,33,132.71,2,42.15,3,4,4,45.22,1,2,8,5,1,0.97,Crítico,Atendimento imediato + comunicação proativa
62,Norte,106,258.11,3,39.98,9,3,2,49.29,2,2,1,4,0,0.76,Crítico,Atendimento imediato + comunicação proativa
20,Sudeste,31,124.88,6,51.18,11,10,1,33.27,3,2,5,4,1,0.73,Atenção,Monitorar pedido + contato preventivo
47,Sul,44,1284.29,6,2.89,3,7,3,43.24,3,0,10,2,1,0.75,Crítico,Atendimento imediato + comunicação proativa
48,Sudeste,104,163.07,4,2.26,6,12,4,43.48,2,2,11,4,1,0.94,Crítico,Atendimento imediato + comunicação proativa
68,Norte,19,613.83,3,3.05,2,11,2,40.42,1,1,2,3,0,0.74,Atenção,Monitorar pedido + contato preventivo
68,Norte,18,78.13,1,60.98,7,7,3,22.33,2,3,7,5,1,0.94,Crítico,Atendimento imediato + comunicação proativa
18,Centro-Oeste,113,127.93,1,20.8,9,14,3,27.08,2,2,0,5,1,0.89,Crítico,Atendimento imediato + comunicação proativa
35,Norte,108,328.47,3,15.86,8,8,1,48.54,1,2,4,4,1,0.75,Crítico,Atendimento imediato + comunicação proativa
49,Sul,59,440.98,6,26.29,9,4,1,15.56,2,2,8,5,1,0.74,Atenção,Monitorar pedido + contato preventivo
58,Norte,106,198.12,6,28.95,2,14,3,55.7,1,2,9,8,1,0.98,Crítico,Atendimento imediato + comunicação proativa
18,Nordeste,90,706.8,5,21.35,8,4,2,29.36,2,0,4,2,1,0.59,Atenção,Monitorar pedido + contato preventivo
52,Sudeste,76,415.49,1,0.8,5,6,3,50.8,1,0,8,4,1,0.87,Crítico,Atendimento imediato + comunicação proativa
40,Sudeste,70,242.19,3,4.28,10,13,3,52.39,2,2,8,5,1,0.99,Crítico,Atendimento imediato + comunicação proativa
34,Sul,88,657.32,2,8.93,8,8,1,48.25,3,1,1,3,1,0.27,Regular,Fluxo padrão
23,Centro-Oeste,11,170.66,1,43.83,7,5,4,36.63,2,3,5,5,1,0.99,Crítico,Atendimento imediato + comunicação proativa
39,Nordeste,111,491.87,3,34.41,5,11,3,27.47,2,0,6,3,1,0.85,Crítico,Atendimento imediato + comunicação proativa
19,Centro-Oeste,48,143.79,2,35.31,4,2,4,43.31,1,3,0,7,1,0.92,Crítico,Atendimento imediato + comunicação proativa
50,Sudeste,30,1044.83,4,5.89,2,4,1,27.55,3,2,8,3,0,0.36,Monitoramento,Acompanhar indicadores operacionais
58,Norte,113,272.71,1,29.73,2,6,3,58.5,2,2,2,4,1,0.93,Crítico,Atendimento imediato + comunicação proativa
47,Sudeste,26,637.17,1,55.2,11,12,2,55.77,2,3,11,7,1,0.91,Crítico,Atendimento imediato + comunicação proativa
58,Centro-Oeste,4,490.48,5,37.29,6,14,2,20.27,3,4,7,8,1,0.88,Crítico,Atendimento imediato + comunicação proativa
67,Sul,66,222.92,6,17.1,7,9,2,45.11,1,2,0,5,1,0.73,Atenção,Monitorar pedido + contato preventivo
57,Centro-Oeste,41,302.19,2,5.25,5,6,3,55.06,1,1,2,3,1,0.9,Crítico,Atendimento imediato + comunicação proativa
46,Sul,34,212.21,2,4.0,8,7,1,21.95,2,1,0,2,0,0.14,Regular,Fluxo padrão
57,Norte,39,109.86,5,2.44,2,14,1,31.83,1,7,0,9,1,0.85,Crítico,Atendimento imediato + comunicação proativa
35,Centro-Oeste,11,615.64,4,8.66,4,3,2,26.44,3,1,11,3,1,0.73,Atenção,Monitorar pedido + contato preventivo
44,Sul,51,711.9,5,80.08,11,10,1,42.64,2,3,8,6,1,0.93,Crítico,Atendimento imediato + comunicação proativa
53,Centro-Oeste,80,247.42,1,20.26,9,12,3,38.31,2,4,0,8,1,0.98,Crítico,Atendimento imediato + comunicação proativa
31,Norte,14,396.86,5,21.37,10,8,1,28.29,3,0,2,1,0,0.16,Regular,Fluxo padrão
41,Sul,78,780.75,2,67.15,7,2,3,64.47,2,0,4,3,1,0.78,Crítico,Atendimento imediato + comunicação proativa
46,Centro-Oeste,17,348.5,5,16.48,9,8,1,32.81,1,1,11,3,0,0.55,Atenção,Monitorar pedido + contato preventivo
63,Nordeste,7,54.96,3,7.99,7,6,3,48.07,1,0,6,3,1,0.89,Crítico,Atendimento imediato + comunicação proativa
63,Sul,94,381.75,3,16.7,6,12,4,27.78,1,4,2,7,0,1.0,Crítico,Atendimento imediato + comunicação proativa
34,Norte,89,155.97,5,11.39,5,2,3,33.04,1,3,6,6,1,1.0,Crítico,Atendimento imediato + comunicação proativa
52,Centro-Oeste,27,181.23,1,19.73,3,9,4,28.6,2,0,6,3,1,0.96,Crítico,Atendimento imediato + comunicação proativa
32,Sul,89,182.71,2,15.34,5,5,4,20.27,1,3,10,6,1,0.99,Crítico,Atendimento imediato + comunicação proativa
46,Nordeste,11,699.71,5,85.83,10,5,2,50.87,3,1,6,2,0,0.4,Monitoramento,Acompanhar indicadores operacionais
53,Nordeste,107,536.74,6,44.93,6,14,0,42.67,1,0,3,4,0,0.53,Atenção,Monitorar pedido + contato preventivo
49,Nordeste,95,259.39,1,8.78,5,2,5,56.7,3,0,0,4,1,0.82,Crítico,Atendimento imediato + comunicação proativa
48,Sul,65,355.45,3,1.37,7,11,2,33.63,2,0,2,2,1,0.4,Monitoramento,Acompanhar indicadores operacionais
59,Centro-Oeste,46,241.86,3,149.5,11,3,4,52.68,3,1,9,3,1,0.94,Crítico,Atendimento imediato + comunicação proativa
26,Centro-Oeste,58,1775.08,2,39.88,5,11,1,43.62,1,1,3,3,1,0.49,Monitoramento,Acompanhar indicadores operacionais
28,Nordeste,42,140.84,2,78.2,11,5,1,38.3,3,3,0,6,0,0.78,Crítico,Atendimento imediato + comunicação proativa
44,Centro-Oeste,80,281.63,2,6.59,7,4,1,56.53,2,2,6,5,1,0.82,Crítico,Atendimento imediato + comunicação proativa
46,Sul,75,319.81,4,23.55,2,5,3,37.66,1,2,2,4,1,0.99,Crítico,Atendimento imediato + comunicação proativa
28,Norte,83,474.63,3,30.64,10,6,1,39.77,1,2,2,4,0,0.63,Atenção,Monitorar pedido + contato preventivo
38,Sul,117,184.42,2,21.94,5,7,2,43.18,3,1,1,5,1,0.89,Crítico,Atendimento imediato + comunicação proativa
